client_id;genre;age_moyen;nb_sessions;panier_moyen;ca_total;nb_produits_diff;cluster
c_2689;m;51,75;57;18,143947368421053;1378,94;36;0,0
c_269;f;25,676470588235293;25;73,74588235294118;2507,36;15;1,0
c_2690;m;32,59090909090909;13;10,332727272727272;227,32;12;0,0
c_2691;f;33,7;48;15,18772727272727;1670,6499999999999;51;0,0
c_2692;f;45,69892473118279;40;13,53204301075269;1258,48;45;0,0
c_2693;m;83,75;5;18,703125;299,25;10;0,0
c_2694;m;39,618705035971225;67;14,260863309352517;1982,26;63;0,0
c_2695;f;19,76923076923077;29;64,36423076923077;3346,94;19;1,0
c_2696;f;43,888888888888886;13;18,100555555555555;651,62;16;0,0
c_2697;m;45,76923076923077;28;14,042153846153846;912,74;26;0,0
c_2698;m;58,765957446808514;39;14,284255319148937;671,36;21;0,0
c_2699;f;32,689320388349515;84;15,166990291262136;3124,4;90;0,0
c_27;f;26,692307692307693;13;38,26538461538461;497,45;5;1,0
c_270;m;68,5909090909091;20;15,169545454545455;333,73;12;0,0
c_2700;m;18,875;2;21,03;168,24;8;1,0
c_2701;f;21,5;4;44,49;177,96;3;1,0
c_2702;m;21,571428571428573;11;38,07809523809524;799,64;9;1,0
c_2703;f;37,67298578199052;91;13,851184834123222;2922,6;95;0,0
c_2704;m;52,6875;79;14,891015625;1906,05;56;0,0
c_2705;m;42,75;36;14,349761904761905;1205,38;39;0,0
c_2707;f;29,576923076923077;25;45,365;1179,49;12;1,0
c_2708;m;70,25;3;25,555;102,22;3;0,0
c_2709;m;61,72222222222222;16;20,441944444444445;735,91;16;0,0
c_271;m;75,88888888888889;13;13,142777777777777;236,57;7;0,0
c_2710;m;36,63;51;14,1885;1418,85;50;0,0
c_2711;f;38,6328125;51;15,313749999999999;1960,1599999999999;58;0,0
c_2712;f;50,9;8;19,876;198,76000000000002;3;0,0
c_2713;f;51,71604938271605;54;17,296666666666667;1401,03;39;0,0
c_2714;f;26,666666666666668;15;64,18249999999999;1540,3799999999999;10;1,0
c_2715;m;24,818181818181817;11;72,44818181818182;796,9300000000001;5;1,0
c_2716;m;56,375;6;10,4075;83,26;6;0,0
c_2717;m;71,88888888888889;9;14,835925925925926;400,57;10;0,0
c_2718;f;71,60176991150442;85;19,478053097345132;2201,02;53;0,0
c_2719;m;19,633333333333333;13;26,593666666666664;797,81;12;1,0
c_272;f;68,62;68;14,4256;1442,56;48;0,0
c_2720;m;61,720338983050844;78;19,241610169491523;2270,5099999999998;50;0,0
c_2721;m;44,65068493150685;68;12,833150684931505;1873,6399999999999;79;0,0
c_2722;m;35,52777777777778;45;13,3975;1446,93;67;0,0
c_2723;m;31,1;12;11,79;235,79999999999998;5;0,0
c_2724;f;43,535714285714285;37;14,121428571428572;1186,2;41;0,0
c_2725;m;54,656716417910445;35;16,42582089552239;1100,53;30;0,0
c_2726;f;34,666666666666664;17;12,445128205128205;485,36;16;0,0
c_2727;m;31,51063829787234;23;10,751489361702127;505,32;25;0,0
c_2728;f;42,75;54;15,303333333333333;1836,3999999999999;54;0,0
c_2729;f;25,5;8;92,269;922,69;5;1,0
c_273;m;55,516129032258064;63;18,81838709677419;1750,11;54;0,0
c_2730;f;55,833333333333336;6;9,975;59,849999999999994;2;0,0
c_2731;f;25,333333333333332;3;39,596666666666664;356,37;3;1,0
c_2732;f;57,6953642384106;114;16,185033112582783;2443,94;71;0,0
c_2733;m;29,571428571428573;35;49,368775510204074;2419,0699999999997;25;1,0
c_2734;m;19,45;13;51,2715;1025,43;12;1,0
c_2735;m;28,78125;18;43,2778125;1384,89;14;1,0
c_2736;f;65,70588235294117;8;20,851764705882353;354,48;7;0,0
c_2737;m;23,48;14;54,221199999999996;1355,53;17;1,0
c_2738;m;49,655913978494624;46;12,998924731182797;1208,9;40;0,0
c_2739;f;62,9;7;24,796;247,96;3;0,0
c_274;m;68,23076923076923;17;14,674615384615382;381,53999999999996;20;0,0
c_2740;m;50,54545454545455;17;19,684242424242424;649,5799999999999;17;0,0
c_2741;f;88,66129032258064;57;15,805;979,91;31;0,0
c_2742;f;29,857142857142858;8;29,42642857142857;411,96999999999997;6;1,0
c_2743;f;19,756756756756758;20;38,59513513513514;1428,02;19;1,0
c_2744;f;26,871794871794872;22;19,560769230769232;1525,74;24;0,0
c_2745;m;35,58050847457627;105;12,719703389830508;3001,85;124;0,0
c_2746;m;26,697674418604652;24;45,68697674418605;1964,54;22;1,0
c_2747;m;43,701550387596896;115;13,502170542635659;3483,56;102;0,0
c_2748;f;44,725806451612904;24;11,703064516129032;725,59;26;0,0
c_2749;f;41,638297872340424;29;14,970425531914893;1407,22;41;0,0
c_275;f;70,16666666666667;9;23,069166666666664;276,83;10;0,0
c_2750;f;65,69333333333333;125;17,398;2609,7;76;0,0
c_2751;f;42,69072164948454;74;14,20860824742268;2756,47;77;0,0
c_2752;m;18,318181818181817;16;74,0490909090909;1629,08;18;1,0
c_2753;m;34,63157894736842;9;9,224210526315789;175,26;10;0,0
c_2754;f;35,78846153846154;27;15,854615384615384;824,4399999999999;20;0,0
c_2755;f;60,68181818181818;18;16,89727272727273;371,74;13;0,0
c_2756;m;31,71551724137931;50;13,117758620689656;1521,66;57;0,0
c_2757;m;65,68376068376068;101;19,575470085470084;2290,33;54;0,0
c_2758;m;53,63636363636363;5;12,70090909090909;139,70999999999998;6;0,0
c_2759;m;29,833333333333332;20;39,544333333333334;1186,33;16;1,0
c_276;m;34,42857142857143;10;11,270714285714286;315,58;17;0,0
c_2760;f;40,64957264957265;42;13,016581196581196;1522,94;54;0,0
c_2761;f;69,77272727272727;20;15,424772727272726;678,6899999999999;19;0,0
c_2762;m;40,63815789473684;66;12,163815789473682;1848,8999999999999;71;0,0
c_2763;f;53,47826086956522;9;14,959999999999999;344,08;14;0,0
c_2764;m;35,68027210884354;61;11,22795918367347;1650,51;67;0,0
c_2765;f;37,536458333333336;81;13,233593749999999;2540,85;115;0,0
c_2766;f;25,863636363636363;16;63,57863636363636;1398,73;10;1,0
c_2767;f;43,62307692307692;50;12,303615384615386;1599,47;60;0,0
c_2768;f;32,68316831683168;86;11,876336633663366;2399,02;94;0,0
c_2769;m;33,653333333333336;32;14,087333333333333;1056,55;37;0,0
c_277;f;21,633333333333333;15;30,556333333333335;916,69;14;1,0
c_2770;f;43,625;32;13,209861111111111;951,11;35;0,0
c_2771;m;42,125;7;13,703125;219,25;14;0,0
c_2772;m;80,65346534653466;84;15,717128712871286;1587,4299999999998;52;0,0
c_2773;m;24,56;22;37,6674;1883,3700000000001;23;1,0
c_2774;m;57,648648648648646;20;13,973513513513513;517,02;19;0,0
c_2775;f;45,60606060606061;31;15,407575757575756;1525,35;51;0,0
c_2776;f;28,0;1;10,73;21,46;2;0,0
c_2777;f;49,689189189189186;35;15,323513513513515;1133,94;27;0,0
c_2778;m;56,666666666666664;6;14,421666666666667;86,53;3;0,0
c_2779;f;66,64285714285714;12;12,661428571428571;177,26;7;0,0
c_278;f;34,76470588235294;27;9,859411764705882;670,4399999999999;30;0,0
c_2780;m;49,63157894736842;70;14,258771929824562;2438,25;86;0,0
c_2781;m;73,76530612244898;80;16,146326530612242;1582,34;47;0,0
c_2782;f;25,933333333333334;18;31,290333333333333;938,71;14;1,0
c_2783;m;35,62921348314607;43;11,743370786516856;1045,16;44;0,0
c_2784;f;73,6938775510204;40;19,487551020408162;954,89;25;0,0
c_2785;f;17,818181818181817;10;22,35727272727273;491,86;6;1,0
c_2786;f;47,656488549618324;113;14,153664122137403;3708,2599999999998;120;0,0
c_2787;f;53,74074074074074;21;15,387407407407407;415,46;12;0,0
c_2788;f;38,6578947368421;17;10,64;404,32;17;0,0
c_2789;m;42,75342465753425;28;11,69986301369863;854,09;30;0,0
c_279;f;35,733333333333334;7;8,126;121,89;7;0,0
c_2790;m;19,78787878787879;16;20,46121212121212;675,22;15;1,0
c_2791;m;17,640625;33;61,12546875;3912,03;25;1,0
c_2792;f;20,9;10;73,604;1472,08;7;1,0
c_2793;m;88,0;2;10,99;21,98;2;0,0
c_2794;f;28,55;36;40,556333333333335;2433,38;31;1,0
c_2795;f;43,696;98;12,102559999999999;3025,64;109;0,0
c_2796;m;51,68181818181818;55;15,394545454545455;1016,04;29;0,0
c_2797;f;65,90322580645162;9;15,44032258064516;478,65;14;0,0
c_2798;f;63,59375;18;12,815625;410,1;18;0,0
c_2799;f;55,708333333333336;30;15,493333333333332;743,68;21;0,0
c_28;f;51,76190476190476;31;16,81095238095238;706,06;20;0,0
c_280;f;72,6470588235294;15;9,936470588235293;168,92;9;0,0
c_2800;f;35,53225806451613;36;13,632741935483871;845,23;29;0,0
c_2801;m;57,68707482993197;106;16,99238095238095;2497,88;68;0,0
c_2802;m;58,54545454545455;20;17,62818181818182;387,82;12;0,0
c_2803;m;49,64685314685315;107;12,325804195804196;3525,18;126;0,0
c_2804;f;18,666666666666668;27;37,496078431372545;1912,3;21;1,0
c_2805;m;22,75;19;48,002250000000004;1920,0900000000001;20;1,0
c_2806;f;22,58823529411765;8;31,64588235294118;537,98;11;1,0
c_2807;f;77,67088607594937;57;16,87379746835443;1333,03;37;0,0
c_2808;f;21,541666666666668;14;54,862500000000004;1316,7;13;1,0
c_2809;m;40,642857142857146;84;11,930535714285714;2672,44;95;0,0
c_281;m;46,54385964912281;27;12,738947368421053;726,12;31;0,0
c_2810;m;43,67213114754098;23;17,145081967213113;1045,85;25;0,0
c_2811;f;34,63492063492063;122;12,797111111111112;4031,09;143;0,0
c_2812;f;41,674698795180724;123;11,977751004016064;2982,46;114;0,0
c_2813;f;22,84375;16;50,5359375;1617,15;16;1,0
c_2814;m;27,333333333333332;10;48,51;727,65;10;1,0
c_2815;f;33,57446808510638;51;15,04627659574468;1414,35;52;0,0
c_2816;f;24,82051282051282;21;42,543846153846154;1659,21;13;1,0
c_2817;m;62,0;2;15,066666666666665;45,199999999999996;3;0,0
c_2818;f;24,63157894736842;10;46,44684210526316;882,49;9;1,0
c_2819;f;55,916666666666664;11;18,447708333333335;885,49;18;0,0
c_282;f;24,666666666666668;26;39,79090909090909;1313,1;16;1,0
c_2820;m;22,636363636363637;25;49,79136363636364;2190,82;19;1,0
c_2821;m;74,6140350877193;43;17,83824561403509;1016,78;33;0,0
c_2822;m;69,92307692307692;10;15,311538461538463;199,05;7;0,0
c_2823;f;53,68217054263566;72;16,751007751937987;2160,88;61;0,0
c_2824;f;38,63157894736842;27;13,776842105263157;1047,04;41;0,0
c_2825;m;24,727272727272727;33;59,98431818181818;2639,31;21;1,0
c_2826;m;35,67256637168141;43;15,208230088495576;1718,53;56;0,0
c_2827;f;64,76086956521739;24;15,685217391304347;721,52;23;0,0
c_2828;f;34,79245283018868;23;11,346603773584906;601,37;27;0,0
c_2829;f;54,516129032258064;19;20,35741935483871;631,08;16;0,0
c_283;m;25,633333333333333;54;44,52811111111111;4007,5299999999997;40;1,0
c_2830;m;62,375;5;16,845;134,76;5;0,0
c_2831;m;18,82758620689655;20;44,642413793103444;1294,6299999999999;12;1,0
c_2832;m;39,80555555555556;37;12,495833333333334;1349,55;43;0,0
c_2833;f;46,645161290322584;27;14,20483870967742;880,7;26;0,0
c_2834;m;36,67857142857143;108;13,482261904761904;3397,5299999999997;129;0,0
c_2835;m;81,59016393442623;48;17,483934426229506;1066,52;32;0,0
c_2836;f;17,776119402985074;18;16,564925373134326;1109,85;29;1,0
c_2837;f;34,549019607843135;21;11,446666666666665;583,78;25;0,0
c_2838;f;20,666666666666668;14;23,343333333333334;840,36;14;1,0
c_2839;m;54,916666666666664;12;10,605;127,26;4;0,0
c_284;f;17,96969696969697;22;28,146363636363635;928,8299999999999;16;1,0
c_2840;f;32,69140625;93;13,7434765625;3518,33;110;0,0
c_2841;m;42,724137931034484;18;10,491379310344827;608,5;26;0,0
c_2842;f;17,9;10;15,066999999999998;150,67;3;0,0
c_2843;f;26,548387096774192;24;24,26854838709677;1504,6499999999999;29;1,0
c_2844;f;17,814814814814813;18;42,6925925925926;1152,7;14;1,0
c_2845;f;17,958333333333332;14;29,3875;705,3;11;1,0
c_2846;f;28,647058823529413;8;30,248823529411766;514,23;10;1,0
c_2847;f;23,0;6;82,82333333333334;496,94;3;1,0
c_2848;m;42,55263157894737;36;12,831315789473683;975,18;40;0,0
c_2849;m;32,768115942028984;50;13,09804347826087;1807,53;52;0,0
c_285;f;54,76086956521739;15;13,211739130434783;607,74;28;0,0
c_2850;m;68,73584905660377;22;17,234905660377358;913,45;19;0,0
c_2851;f;35,645833333333336;45;12,428854166666667;1193,17;43;0,0
c_2852;m;67,48648648648648;19;14,419999999999998;533,54;22;0,0
c_2853;m;42,71875;26;13,50671875;864,43;34;0,0
c_2854;m;17,69333333333333;20;16,820133333333334;1261,51;31;1,0
c_2855;f;51,63157894736842;11;9,390526315789474;178,42000000000002;9;0,0
c_2856;m;27,043478260869566;14;25,970869565217388;1194,6599999999999;18;1,0
c_2857;f;31,5;14;12,849642857142857;359,79;18;0,0
c_2858;f;35,60294117647059;94;14,190980392156863;2894,96;109;0,0
c_2859;f;30,71195652173913;81;12,69608695652174;2336,08;87;0,0
c_286;f;19,5;6;63,173333333333325;379,03999999999996;3;1,0
c_2860;m;60,695035460992905;108;17,238794326241134;2430,67;62;0,0
c_2861;m;30,668367346938776;95;14,93785714285714;2927,8199999999997;88;0,0
c_2862;m;24,0;7;45,94615384615384;597,3;5;1,0
c_2863;m;42,371428571428574;18;17,326285714285714;606,42;25;0,0
c_2864;f;19,789473684210527;32;56,87;2161,06;18;1,0
c_2865;m;41,642201834862384;48;12,118623853211009;1320,93;60;0,0
c_2866;f;29,77777777777778;6;36,59111111111111;329,32;4;1,0
c_2867;f;47,609375;25;12,42984375;795,51;28;0,0
c_2868;m;27,666666666666668;8;55,974666666666664;839,62;6;1,0
c_2869;m;33,675438596491226;43;12,826140350877193;1462,18;56;0,0
c_287;m;21,0;1;14,645;58,58;4;0,0
c_2870;m;57,629629629629626;12;10,773333333333333;290,88;11;0,0
c_2871;f;32,672413793103445;118;12,964525862068966;3007,77;113;0,0
c_2872;m;28,6;27;30,03688888888889;1351,66;21;1,0
c_2873;f;34,69565217391305;14;14,269565217391303;328,2;12;0,0
c_2874;f;47,69711538461539;85;13,081634615384615;2720,98;98;0,0
c_2875;m;47,666666666666664;89;13,277619047619048;3067,13;105;0,0
c_2876;f;29,76923076923077;37;36,33826923076923;1889,59;25;1,0
c_2877;m;34,68041237113402;46;14,677113402061856;1423,68;51;0,0
c_2878;m;62,63636363636363;27;14,349090909090908;473,52;15;0,0
c_2879;m;26,655172413793103;16;29,060689655172414;842,76;12;1,0
c_288;m;41,55670103092783;39;14,022680412371134;1360,2;54;0,0
c_2880;f;19,428571428571427;8;28,490000000000002;398,86;8;1,0
c_2881;m;29,5;6;30,72625;491,62;8;1,0
c_2882;f;24,6875;7;40,511874999999996;648,1899999999999;5;1,0
c_2883;f;49,8375;40;17,386;1390,8799999999999;37;0,0
c_2884;m;29,733333333333334;15;79,64066666666666;1194,61;5;1,0
c_2885;m;48,37837837837838;12;11,567297297297298;427,99;27;0,0
c_2886;m;51,602409638554214;64;17,323855421686748;1437,88;41;0,0
c_2887;f;33,52;11;28,87;721,75;13;1,0
c_2888;f;17,0;1;13,784285714285714;96,49;7;0,0
c_2889;m;54,744680851063826;21;14,220851063829787;668,38;19;0,0
c_289;f;26,615384615384617;27;54,69025641025641;2132,92;24;1,0
c_2890;f;39,5;39;12,480405405405405;923,55;41;0,0
c_2891;m;51,645161290322584;21;18,13532258064516;1124,3899999999999;27;0,0
c_2892;f;76,625;38;14,351249999999999;574,05;20;0,0
c_2893;f;21,7;4;61,924;619,24;5;1,0
c_2894;f;17,307692307692307;7;22,76923076923077;296,0;10;1,0
c_2895;m;58,84848484848485;28;25,14121212121212;829,66;13;0,0
c_2896;m;21,666666666666668;3;43,279999999999994;259,67999999999995;2;1,0
c_2897;f;32,58940397350993;63;14,176291390728476;2140,62;80;0,0
c_2898;f;23,626262626262626;38;38,58434343434343;3819,85;45;1,0
c_2899;f;27,82857142857143;69;49,65761904761905;5214,05;42;1,0
c_29;m;28,883116883116884;24;25,336363636363636;1950,8999999999999;27;1,0
c_290;m;36,68072289156626;61;13,060783132530121;2168,09;74;0,0
c_2900;m;42,704918032786885;115;13,48467213114754;3290,2599999999998;112;0,0
c_2901;f;72,89473684210526;23;17,30263157894737;657,5;18;0,0
c_2902;f;33,48148148148148;32;12,934938271604938;1047,73;46;0,0
c_2903;f;54,648648648648646;67;14,989189189189188;1663,8;50;0,0
c_2904;f;41,741379310344826;41;13,810172413793104;1601,98;54;0,0
c_2905;f;63,705882352941174;41;25,992941176470588;1767,52;35;0,0
c_2906;f;27,512820512820515;29;50,029999999999994;1951,1699999999998;19;1,0
c_2907;m;28,25;4;48,21;192,84;3;1,0
c_2908;m;39,65714285714286;14;11,989714285714285;419,64;18;0,0
c_2909;m;17,56;12;24,1404;603,51;14;1,0
c_291;f;41,63559322033898;40;11,777627118644068;1389,76;60;0,0
c_2910;f;23,75;31;44,970749999999995;1798,83;19;1,0
c_2911;f;19,516129032258064;23;30,53096774193548;946,4599999999999;16;1,0
c_2912;m;62,65151515151515;39;16,78181818181818;1107,6;36;0,0
c_2913;m;38,51162790697674;19;12,503488372093022;537,65;24;0,0
c_2914;f;41,708955223880594;47;14,441119402985073;1935,11;54;0,0
c_2915;f;32,58474576271186;46;13,24550847457627;1562,97;66;0,0
c_2916;m;54,656565656565654;59;16,387070707070706;1622,32;48;0,0
c_2917;m;33,67910447761194;113;14,431940298507461;3867,7599999999998;126;0,0
c_2918;m;45,65408805031446;71;14,52566037735849;2309,58;74;0,0
c_2919;m;52,6530612244898;73;17,251836734693878;1690,68;45;0,0
c_292;f;50,8421052631579;11;19,79;376,01;6;0,0
c_2920;m;33,50925925925926;44;13,010185185185184;1405,1;66;0,0
c_2921;f;63,625;41;18,131666666666664;870,3199999999999;21;0,0
c_2922;m;33,48192771084337;35;12,725060240963856;1056,18;50;0,0
c_2923;f;25,703703703703702;25;29,506666666666664;1593,36;27;1,0
c_2924;m;66,72727272727273;77;18,24772727272727;2007,25;54;0,0
c_2925;m;54,57142857142857;17;16,734761904761903;351,43;12;0,0
c_2926;f;30,603174603174605;27;12,705714285714286;800,46;32;0,0
c_2927;f;39,62068965517241;12;14,184482758620689;411,34999999999997;18;0,0
c_2928;f;79,58333333333333;10;20,546666666666667;246,56;5;0,0
c_2929;m;42,60674157303371;32;14,316516853932583;1274,1699999999998;44;0,0
c_293;m;25,525;27;40,751;1630,04;21;1,0
c_2930;f;47,5;18;11,504318181818181;506,19;30;0,0
c_2931;f;26,833333333333332;6;35,39;212,34;2;1,0
c_2932;m;23,714285714285715;17;43,30904761904761;909,4899999999999;11;1,0
c_2933;m;59,586666666666666;35;14,331199999999999;1074,84;44;0,0
c_2934;m;62,80434782608695;19;19,909130434782607;915,8199999999999;17;0,0
c_2935;m;63,68;14;13,691199999999998;342,28;14;0,0
c_2936;m;40,729729729729726;22;14,274054054054053;1056,28;31;0,0
c_2937;m;22,4;3;16,338;81,69;3;0,0
c_2938;f;54,625;12;13,42875;214,86;6;0,0
c_2939;f;34,52671755725191;46;12,341832061068702;1616,78;74;0,0
c_294;m;17,615384615384617;39;38,49923076923077;2001,96;26;1,0
c_2940;f;39,57142857142857;47;16,183458646616543;2152,4;68;0,0
c_2941;m;41,69444444444444;18;17,561111111111114;632,2;20;0,0
c_2942;m;61,763636363636365;84;19,93618181818182;2192,98;45;0,0
c_2943;m;45,67883211678832;49;13,21963503649635;1811,09;56;0,0
c_2944;m;56,8125;15;15,923124999999999;254,76999999999998;7;0,0
c_2945;f;53,333333333333336;13;19,48190476190476;409,12;15;0,0
c_2946;m;50,68571428571428;16;18,28542857142857;639,99;17;0,0
c_2947;f;30,157894736842106;12;31,01631578947368;589,31;9;1,0
c_2948;f;26,875;8;26,51375;212,11;3;1,0
c_2949;f;23,647058823529413;11;38,56705882352941;655,64;9;1,0
c_295;m;38,750972762645915;106;12,605369649805446;3239,58;110;0,0
c_2950;m;17,458333333333332;12;30,1975;724,74;13;1,0
c_2951;m;48,75;97;14,099429824561405;3214,67;97;0,0
c_2952;m;57,59649122807018;83;16,08736842105263;1833,96;59;0,0
c_2953;f;19,714285714285715;14;20,607857142857142;288,51;6;1,0
c_2954;f;51,57446808510638;39;15,510425531914894;728,99;26;0,0
c_2955;m;56,0;6;20,50583333333333;492,14;7;0,0
c_2956;m;27,973684210526315;18;40,25;1529,5;13;1,0
c_2957;f;20,789473684210527;16;57,68473684210526;1096,01;9;1,0
c_2958;f;26,714285714285715;15;73,3;1539,3;9;1,0
c_2959;m;57,81578947368421;53;15,762105263157896;1197,92;34;0,0
c_296;m;17,456521739130434;19;19,26;885,96;31;1,0
c_2960;m;35,75912408759124;61;11,36;1556,32;58;0,0
c_2961;m;50,678899082568805;83;15,395045871559633;1678,06;51;0,0
c_2962;m;59,84090909090909;23;14,8125;651,75;18;0,0
c_2963;f;64,66326530612245;88;17,723265306122446;1736,8799999999999;45;0,0
c_2964;f;72,52631578947368;13;16,215263157894736;308,09;11;0,0
c_2965;f;66,93103448275862;8;9,794137931034482;284,03;10;0,0
c_2966;f;24,78846153846154;23;32,441153846153846;1686,94;24;1,0
c_2967;m;55,75757575757576;10;19,704848484848483;650,26;13;0,0
c_2968;m;58,733333333333334;38;17,895555555555553;805,3;21;0,0
c_2969;m;42,63768115942029;27;13,597826086956522;938,25;34;0,0
c_297;m;19,782608695652176;36;37,70391304347826;2601,5699999999997;36;1,0
c_2970;m;74,76923076923077;11;12,454615384615384;323,82;10;0,0
c_2971;m;26,666666666666668;22;29,662444444444443;1334,81;21;1,0
c_2972;m;44,78481012658228;31;12,814050632911393;1012,3100000000001;37;0,0
c_2973;m;27,608695652173914;10;41,18695652173913;947,3;11;1,0
c_2974;f;65,734375;35;16,53703125;1058,37;31;0,0
c_2975;f;29,408450704225352;32;21,53845070422535;1529,23;42;0,0
c_2976;f;72,6;8;11,827;118,27;8;0,0
c_2977;m;19,0;5;18,587;185,87;10;1,0
c_2978;f;44,675438596491226;97;11,941491228070175;2722,66;110;0,0
c_2979;m;48,80898876404494;37;14,891797752808987;1325,37;39;0,0
c_298;f;18,0;11;24,167391304347827;555,85;8;1,0
c_2980;m;49,676923076923075;22;12,743384615384615;828,3199999999999;31;0,0
c_2981;f;30,48507462686567;58;12,332164179104478;1652,51;76;0,0
c_2982;f;31,628205128205128;128;13,726121794871796;4282,55;138;0,0
c_2983;m;39,88405797101449;30;13,247246376811594;914,06;27;0,0
c_2984;f;46,69465648854962;53;13,615419847328244;1783,62;61;0,0
c_2985;m;57,63157894736842;17;16,896842105263158;321,04;10;0,0
c_2986;m;56,8;16;20,0536;501,34;11;0,0
c_2987;m;51,833333333333336;27;17,006333333333334;1020,38;28;0,0
c_2988;f;34,8125;5;14,79375;236,7;8;0,0
c_2989;f;18,764705882352942;26;73,81382352941176;2509,67;15;1,0
c_299;f;29,608695652173914;21;24,7;1136,2;24;1,0
c_2990;m;45,34375;12;11,3321875;362,63;21;0,0
c_2991;m;34,66023166023166;115;13,56046332046332;3512,16;116;0,0
c_2992;f;47,70967741935484;21;13,824677419354838;857,13;37;0,0
c_2993;m;57,49425287356322;65;17,05448275862069;1483,74;50;0,0
c_2994;m;48,736363636363635;43;15,07390909090909;1658,1299999999999;54;0,0
c_2995;f;33,666666666666664;41;11,681111111111111;1156,43;45;0,0
c_2996;m;41,58571428571429;108;12,285321428571429;3439,89;133;0,0
c_2997;m;43,52542372881356;79;14,248022598870056;2521,9;96;0,0
c_2998;m;18,976190476190474;23;47,77047619047619;2006,36;13;1,0
c_2999;m;58,77272727272727;17;16,13090909090909;354,88;11;0,0
c_3;m;42,47826086956522;35;14,16391304347826;977,31;38;0,0
c_30;f;21,526315789473685;13;43,52736842105263;827,02;12;1,0
c_300;f;26,55;9;24,1775;483,54999999999995;12;1,0
c_3000;f;36,68803418803419;111;14,31448717948718;3349,59;114;0,0
c_3001;f;54,5;6;18,15625;145,25;5;0,0
c_3002;m;42,69736842105263;31;14,302894736842106;1087,02;33;0,0
c_3003;f;22,615384615384617;20;60,27076923076923;1567,04;13;1,0
c_3004;m;17,666666666666668;35;34,676833333333335;2080,61;27;1,0
c_3005;f;49,5;59;11,931370967741936;1479,49;69;0,0
c_3006;m;30,796875;30;15,20875;973,36;28;0,0
c_3007;f;29,384615384615383;6;16,403846153846153;213,25;10;0,0
c_3008;f;18,3;7;45,589999999999996;455,9;7;1,0
c_3009;m;17,6;19;34,855000000000004;1045,65;17;1,0
c_301;f;17,76923076923077;8;35,75923076923077;464,87;5;1,0
c_3010;f;34,75714285714286;32;13,832857142857142;968,3;29;0,0
c_3011;m;25,69333333333333;53;52,587066666666665;3944,0299999999997;30;1,0
c_3012;f;38,76923076923077;19;12,36153846153846;482,09999999999997;18;0,0
c_3013;f;21,666666666666668;43;34,62957264957265;4051,66;47;1,0
c_3014;m;51,62820512820513;49;16,02846153846154;1250,22;40;0,0
c_3015;f;23,523809523809526;13;36,242380952380955;761,09;15;1,0
c_3016;f;24,58823529411765;11;40,141176470588235;682,4;9;1,0
c_3018;f;53,583333333333336;12;14,338333333333333;172,06;6;0,0
c_3019;f;29,333333333333332;8;32,82833333333333;590,91;13;1,0
c_302;f;20,689655172413794;39;35,950172413793105;2085,11;23;1,0
c_3020;m;60,625;20;12,9865625;415,57;18;0,0
c_3021;f;67,8;48;17,642857142857142;1235,0;30;0,0
c_3022;f;37,6625;93;15,448041666666665;3707,5299999999997;102;0,0
c_3023;m;51,714285714285715;12;24,986666666666668;524,72;8;0,0
c_3024;f;28,5;4;44,99;179,96;2;1,0
c_3025;m;34,904564315352694;76;13,127178423236515;3163,65;89;0,0
c_3026;m;53,0;5;19,405714285714286;135,84;3;0,0
c_3027;m;22,807692307692307;14;29,94;778,44;12;1,0
c_3028;f;42,732394366197184;119;13,098169014084508;4649,85;132;0,0
c_3029;f;44,60818713450293;74;13,503684210526316;2309,13;92;0,0
c_303;f;29,25;6;38,678333333333335;464,14;8;1,0
c_3030;m;32,655072463768114;134;13,79431884057971;4759,04;165;0,0
c_3031;f;47,61818181818182;62;14,084000000000001;2323,86;79;0,0
c_3032;m;35,83754512635379;94;13,48173285198556;3734,44;103;0,0
c_3033;f;26,457142857142856;19;47,21771428571428;1652,62;20;1,0
c_3034;f;40,62068965517241;30;11,948965517241378;693,04;27;0,0
c_3035;m;57,636986301369866;91;15,575479452054795;2274,02;70;0,0
c_3036;m;59,7037037037037;20;15,866666666666665;428,4;16;0,0
c_3037;m;72,68987341772151;117;17,889430379746837;2826,53;72;0,0
c_3038;m;20,0;3;58,163333333333334;174,49;2;1,0
c_3039;f;58,4;5;16,2124;405,31;15;0,0
c_304;f;33,55555555555556;49;14,469145299145298;1692,8899999999999;61;0,0
c_3040;f;49,421052631578945;8;18,423684210526318;350,05;11;0,0
c_3041;f;25,76;15;29,3764;734,41;12;1,0
c_3042;f;61,48275862068966;15;14,426206896551724;418,36;20;0,0
c_3043;m;54,83870967741935;18;21,892258064516128;678,66;14;0,0
c_3044;m;38,734375;30;15,423281249999999;987,0899999999999;31;0,0
c_3045;m;24,71875;23;45,995;1471,84;17;1,0
c_3046;f;63,526315789473685;46;14,55280701754386;829,51;28;0,0
c_3047;f;52,526315789473685;29;17,033947368421053;647,29;21;0,0
c_3048;m;78,57575757575758;34;15,478636363636364;1021,59;37;0,0
c_3049;m;53,651162790697676;34;15,694186046511629;674,85;23;0,0
c_305;f;25,333333333333332;3;32,32333333333333;96,97;2;1,0
c_3050;f;34,57142857142857;23;13,735873015873016;865,36;35;0,0
c_3051;f;40,916666666666664;14;15,288333333333332;366,91999999999996;9;0,0
