id_prod;ca_total
0_2225;20,93
0_2226;175,12
0_2227;813,37
0_2228;2154,9
0_2229;853,2900000000001
0_223;131,78
0_2230;2433,24
0_2231;2420,27
0_2232;1752,24
0_2233;3838,08
0_2234;2101,99
0_2235;3791,29
0_2236;2959,11
0_2237;11,96
0_2238;3384,48
0_2239;1192,01
0_224;437,84999999999997
0_2240;645,92
0_2241;1945,23
0_2242;254,32
0_2243;1510,32
0_2244;1740,9599999999998
0_2245;0,0
0_2246;1203,3
0_2247;50,830000000000005
0_2248;3563,5599999999995
0_2249;11,96
0_225;305,82
0_2250;270,01
0_2251;2548,3
0_2252;430,56000000000006
0_2253;160,92999999999998
0_2254;1416,8
0_2255;2574,16
0_2256;1576,8
0_2257;45,98
0_2258;1194,8
0_2259;1486,14
0_226;14,9
0_2260;14,72
0_2261;1153,3500000000001
0_2262;253,56
0_2263;98,97
0_2264;2045,58
0_2265;17,94
0_2266;1663,2
0_2267;3627,0899999999997
0_2268;2213,82
0_2269;1160,3400000000001
0_227;495,69
0_2270;2652,7999999999997
0_2271;2126,48
0_2272;1372,5600000000002
0_2273;349,85999999999996
0_2274;981,0600000000001
0_2275;14,85
0_2276;3714,2
0_2277;1912,26
0_2278;338,13
0_2279;1568,43
0_228;274,32
0_2280;326,72
0_2281;2548,3
0_2282;2221,02
0_2283;1240,6200000000001
0_2284;961,61
0_2285;2922,2799999999997
0_2286;890,5999999999999
0_2287;17,94
0_2288;30,900000000000002
0_2289;2572,5699999999997
0_229;647,64
0_2290;1408,0
0_2291;2507,07
0_2292;1608,81
0_2293;983,0300000000001
0_2294;226,38
0_2295;5,97
0_2296;2491,65
0_2297;231,92
0_2298;2725,7999999999997
0_2299;738,1500000000001
0_23;197,82
0_230;168,9
0_2300;3562,0199999999995
0_2301;1082,8300000000002
0_2302;145,14000000000001
0_2303;2278,1
0_2304;2664,48
0_2305;774,0600000000001
0_2306;326,48
0_2307;1146,3600000000001
0_231;329,78000000000003
0_232;14,76
0_233;197,82
0_234;101,72
0_235;259,74
0_236;153,45000000000002
0_237;323,73
0_238;16,7
0_239;260,71
0_24;133,75
0_240;205,02
0_241;269,7
0_242;292,68
0_243;269,82
0_244;234,85
0_245;527,5600000000001
0_246;142,92000000000002
0_247;111,96
0_248;221,48000000000002
0_249;543,66
0_25;23,92
0_250;240,72
0_251;237,66
0_252;308,09999999999997
0_253;593,67
0_254;296,05
0_255;696,5899999999999
0_256;361,53
0_257;591,63
0_258;260,78
0_259;17,91
0_26;150,92000000000002
0_260;20,759999999999998
0_261;511,36
0_262;523,8000000000001
0_263;214,57000000000002
0_264;328,44
0_265;900,4699999999999
0_266;872,1600000000001
0_267;286,59000000000003
0_268;402,97
0_269;139,72
0_27;175,92
0_270;29,77
0_271;461,58
0_272;140,0
0_273;209,58
0_274;344,22999999999996
0_275;854,55
0_276;36,2
0_277;299,9
0_278;135,66
0_279;628,63
0_28;610,72
0_280;200,41
0_281;131,94
0_282;29,830000000000002
0_283;39,8
0_284;640,7
0_285;489,65000000000003
0_286;78,75
0_287;169,83
0_288;514,0799999999999
0_289;258,93
0_29;377,73
0_290;851,85
0_291;917,4599999999999
0_292;219,1
0_293;402,87
0_294;650,01
0_295;495,69
0_296;283,9
0_297;509,66
0_298;21,92
0_3;405,85999999999996
0_30;470,96
0_300;315,69
0_301;512,4300000000001
0_302;351,96000000000004
0_303;296,67
0_304;691,0799999999999
0_305;413,54
0_306;730,85
0_307;431,52
0_308;930,75
0_309;127,68
0_31;265,81
0_311;286,59000000000003
0_312;569,5
0_313;223,68
0_314;850,1700000000001
0_315;271,66
0_316;523,26
0_317;662,6099999999999
0_318;300,5
0_319;719,64
0_32;19,26
0_320;814,86
0_321;461,67
0_323;174,65
0_324;3,54
0_325;719,55
0_326;875,34
0_327;479,68
0_328;120,35999999999999
0_329;124,75
0_33;607,68
0_330;170,04000000000002
0_331;579,7099999999999
0_332;146,88
0_333;167,58
0_334;18,16
0_335;374,75
0_336;103,36
0_337;183,92
0_338;314,1
0_339;103,74000000000001
0_34;124,38
0_340;379,37
0_341;127,68
0_342;558,36
0_343;285,74
0_344;721,8
0_345;211,47
0_346;298,9
0_347;521,7099999999999
0_348;289,71000000000004
0_349;8,97
0_35;447,68
0_350;201,5
0_351;239,52
0_352;664,0899999999999
0_353;415,68
0_354;268,37
0_355;183,54000000000002
0_356;570,58
0_357;204,59
0_358;308,88
0_359;307,56
0_36;364,53000000000003
0_360;481,75
0_361;434,71
0_362;113,85
0_363;281,53000000000003
0_364;620,0
0_365;258,63
0_366;369,82
0_367;404,55
0_368;264,5
0_369;296,73
0_37;23,88
0_370;602,61
0_371;395,67
0_372;455,37
0_373;279,6
0_374;7,28
0_375;287,68
0_376;367,5
0_377;328,53000000000003
0_378;263,7
0_379;489,51
0_38;121,44000000000001
0_380;26,82
0_381;575,64
0_382;559,74
0_383;577,66
0_384;237,3
0_385;509,49
0_386;524,34
0_387;441,73999999999995
0_388;406,12
0_389;607,68
0_39;233,74
0_390;176,88
0_391;296,67
0_392;235,53000000000003
0_393;363,74
0_394;10,700000000000001
0_395;269,73
0_396;207,09
0_397;671,52
0_398;141,6
0_399;560,67
0_4;227,96999999999997
0_40;224,83999999999997
0_400;245,96000000000004
0_401;107,96
0_402;99,0
0_403;187,53
0_404;575,4
0_405;579,7099999999999
0_406;306,53000000000003
0_407;479,7
0_408;166,72
0_409;181,74
0_41;8,97
0_410;126,15
0_411;129,95
0_412;298,62
0_413;203,66
0_414;493,35
0_415;197,82
0_416;593,92
0_417;84,83
0_418;115,35000000000001
0_419;83,96
0_42;226,8
0_420;660,4399999999999
0_421;322,80999999999995
0_422;201,6
0_423;9,95
0_424;299,8
0_425;287,88
0_426;351,78
0_427;209,89999999999998
0_428;245,35
0_429;11,94
0_43;8,97
0_430;132,32999999999998
0_431;230,93
0_432;158,76
0_433;8,97
0_434;661,8299999999999
0_435;111,72
0_436;150,45
0_437;164,67000000000002
0_438;518,37
0_439;149,75
0_44;71,28
0_440;312,0
0_441;286,59000000000003
0_442;127,60000000000001
0_443;55,86
0_444;193,23
0_445;111,72
0_446;310,27
0_447;125,94
0_448;13,200000000000001
0_449;611,66
0_45;44,85
0_450;542,8000000000001
0_451;247,69
0_452;650,76
0_453;59,98
0_454;498,05
0_455;337,74
0_456;262,08
0_457;215,64000000000001
0_458;209,25
0_459;159,68
0_46;122,76
0_460;6,25
0_461;645,6199999999999
0_462;267,12
0_463;131,94
0_464;228,6
0_465;704,53
0_466;148,01
0_467;293,79
0_468;715,6
0_469;149,70000000000002
0_47;129,74
0_470;345,96
0_471;149,70000000000002
0_472;185,46
0_473;239,70000000000002
0_474;6,16
0_475;188,79
0_476;194,76
0_477;47,84
0_478;652,96
0_479;483,56
0_48;365,75
0_480;98,44
0_481;254,49
0_482;14,65
0_483;71,97
0_484;138,8
0_485;961,26
0_486;363,65999999999997
0_487;414,17
0_488;250,23
0_489;779,6099999999999
0_49;95,96
0_490;771,9
0_491;1138,33
0_492;653,4
0_493;519,35
0_494;435,38
0_495;5,98
0_496;595,0799999999999
0_497;359,1
0_498;18,48
0_499;671,52
0_5;160,92999999999998
0_50;220,79999999999998
0_500;344,38
0_501;766,41
0_502;181,54
0_503;854,55
0_504;270,97
0_505;181,92999999999998
0_506;1280,6100000000001
0_507;1063,4399999999998
0_508;408,0
0_509;413,31
0_51;149,70000000000002
0_511;104,94999999999999
0_512;928,66
0_513;815,32
0_514;174,89999999999998
0_515;611,49
0_516;565,6
0_517;655,1800000000001
0_518;520,3
0_519;489,3
0_52;391,8
0_520;609,84
0_521;71,97
0_522;10,16
0_523;289,42
0_524;262,35
0_525;1495,0
0_526;1348,2
0_527;11,96
0_528;5,58
0_529;353,41
0_53;79,80000000000001
0_530;1018,71
0_531;367,54
0_532;1067,64
0_533;255,36
0_534;22,72
0_535;374,25
0_536;208,64
0_537;1325,2199999999998
0_538;289,69
0_539;1034,31
0_54;427,11
0_540;579,5500000000001
0_541;1,99
0_542;1454,4
0_543;791,01
0_544;1534,24
0_545;664,0500000000001
0_546;240,10000000000002
0_547;584,35
0_548;262,71000000000004
0_549;2,99
0_55;195,72
0_550;959,1
0_551;974,25
0_552;191,70000000000002
0_553;1287,08
0_554;204,54
0_555;1386,27
0_556;18,54
0_557;739,26
0_558;611,3399999999999
0_559;303,24
0_56;138,0
0_560;240,09
0_561;510,27000000000004
0_562;240,24
0_563;1403,2199999999998
0_564;315,40000000000003
0_565;15,92
0_566;273,28
0_567;461,23
0_568;119,04
0_569;635,47
0_57;509,66
0_570;486,88
0_571;1547,1399999999999
0_572;794,5999999999999
0_573;104,97
0_574;1018,14
0_575;267,33000000000004
0_576;783,02
0_577;649,35
0_578;825,84
0_579;489,3
0_58;189,8
0_580;231,28
0_581;359,6
0_582;498,12
0_583;406,63
0_584;753,16
0_585;579,42
0_586;361,35
0_587;13,93
0_588;417,59999999999997
0_589;657,53
0_59;419,72
0_590;121,75
0_591;7,96
0_592;522,6
0_593;440,51
0_594;188,1
0_595;230,67000000000002
0_596;247,2
0_597;254,49
0_598;689,1300000000001
0_599;714,35
0_6;218,34
0_60;639,88
0_600;859,49
0_601;539,46
0_602;527,82
0_603;809,46
0_604;134,16
0_605;199,92
0_606;306,18
0_607;929,38
0_608;109,61999999999999
0_609;215,46
0_61;263,67
0_610;323,96000000000004
0_611;571,5600000000001
0_612;6,16
0_613;815,49
0_614;578,34
0_615;227,43
0_616;30,55
0_617;719,5999999999999
0_618;101,64
0_619;231,71
0_62;142,08
0_620;75,92999999999999
0_621;17,91
0_622;698,6
0_623;243,39000000000001
0_624;303,59999999999997
0_625;968,43
0_626;286,20000000000005
0_627;29,900000000000002
0_628;761,2
0_629;659,45
0_63;160,77
0_630;735,8000000000001
0_631;1007,37
0_632;103,85
0_633;1155,32
0_634;381,44
0_635;854,55
0_636;1089,27
0_637;304,39
0_638;424,59999999999997
0_639;299,40000000000003
0_64;71,74
0_640;903,21
0_641;159,60000000000002
0_642;722,4
0_643;2,9699999999999998
0_644;194,94
0_645;29,900000000000002
0_646;294,20000000000005
0_647;399,20000000000005
0_648;355,68
0_649;489,51
0_65;395,56
0_650;1215,5
0_651;679,66
0_652;189,41000000000003
0_653;279,3
0_654;560,21
0_655;609,39
0_656;377,0
0_657;363,48
0_658;398,58
0_659;285,87
0_66;184,86
0_660;120,96000000000001
0_661;575,68
0_662;309,14
0_663;188,91
0_664;277,02
0_665;321,54
0_666;572,18
0_667;961,26
0_668;30,119999999999997
0_669;279,6
0_67;275,88
0_670;856,12
0_671;566,37
0_672;282,24
0_673;149,75
0_674;306,9
0_675;259,87
0_676;42,46
0_677;124,94999999999999
0_678;51,480000000000004
0_679;49,900000000000006
0_68;58,8
0_680;66,87
0_681;107,82000000000001
0_682;266,57
0_683;359,7
0_684;155,23
0_685;311,76
0_686;7,92
0_687;287,84
0_688;282,4
0_689;299,8
0_69;103,96
0_690;78,4
0_691;107,82000000000001
0_692;86,02000000000001
0_693;103,87
0_694;215,65
0_695;129,95
0_696;21,71
0_697;89,91
0_698;12,959999999999999
0_699;322,83
0_7;279,65000000000003
0_70;315,81
0_700;205,04000000000002
0_701;35,96
0_702;105,84
0_703;35,910000000000004
0_704;203,04000000000002
0_705;322,80999999999995
0_706;54,56
0_707;69,86
0_708;145,67
0_709;139,8
0_71;560,67
0_710;44,64
0_711;204,59
0_712;116,85000000000001
0_713;13,93
0_714;45,54
0_715;287,84
0_716;213,52
0_717;152,83
0_718;189,96
0_719;54,89
0_72;186,96
0_720;88,39999999999999
0_721;77,87
0_722;284,34
0_723;53,910000000000004
0_724;174,24
0_725;153,86
0_726;224,62
0_727;168,87
0_728;244,64
0_729;579,8
0_73;11,96
0_730;241,92
0_731;287,84
0_732;96,24
0_733;199,8
0_734;133,92000000000002
0_735;65,97
0_736;60,300000000000004
0_737;356,83
0_738;85,68
0_739;107,91
0_74;176,0
0_740;172,26
0_741;13,93
0_742;129,48
0_743;152,91
0_744;157,14000000000001
0_745;181,87
0_746;143,16
0_747;139,8
0_748;163,62
0_749;59,85
0_75;94,81
0_750;213,66
0_751;69,9
0_752;206,36
0_753;127,84
0_754;76,5
0_755;59,85
0_756;36,150000000000006
0_757;159,84
0_758;56,0
0_759;206,91
0_76;85,9
0_760;296,97
0_761;139,72
0_762;78,84
0_763;390,77
0_764;44,72
0_765;164,85
0_766;19,44
0_767;299,8
0_768;74,13
0_769;299,88
0_77;439,79999999999995
0_770;113,76
0_771;94,81
0_772;151,83
0_773;71,88
0_774;86,58
0_775;322,83
0_776;433,84
0_777;116,91
0_778;26,290000000000003
0_779;194,85
0_78;154,44
0_780;32,5
0_781;208,81
0_782;130,24
0_783;83,79
0_784;64,8
0_785;71,82000000000001
0_786;128,01
0_787;71,91
0_788;98,73
0_789;119,85000000000001
0_79;124,94999999999999
0_790;113,74
0_791;194,87
0_792;137,7
0_793;269,73
0_794;179,52
0_795;116,87
0_796;148,04999999999998
0_797;99,80000000000001
0_798;54,56
0_799;383,68
0_8;422,24
0_80;44,4
0_800;118,83
0_801;215,82
0_802;269,28000000000003
0_803;339,79999999999995
0_804;345,42
0_805;285,74
0_806;86,58
0_807;1,99
0_808;111,4
0_809;288,83
0_81;71,88
0_810;45,599999999999994
0_811;131,67000000000002
0_812;75,4
0_813;259,74
0_814;94,25
0_815;241,78
0_816;96,74000000000001
0_817;431,73
0_818;346,86
0_819;79,80000000000001
0_82;179,64000000000001
0_820;7,92
0_821;363,72
0_822;211,79999999999998
0_823;161,94
0_824;115,7
0_825;371,69
0_826;103,35
0_827;413,77
0_828;306,71999999999997
0_829;26,910000000000004
0_83;23,92
0_830;428,04
0_831;89,82000000000001
0_832;206,15
0_833;2,99
0_834;94,62
0_835;132,81
0_836;48,879999999999995
0_837;107,82000000000001
0_838;648,72
0_839;279,72
0_84;250,7
0_840;221,91
0_841;419,78999999999996
0_842;82,89
0_843;175,78
0_844;302,15999999999997
0_845;233,86999999999998
0_846;110,66000000000001
0_847;161,82
0_848;10,379999999999999
0_849;463,71
0_85;20,93
0_850;413,56
0_851;132,81
0_852;216,20000000000002
0_853;319,68
0_854;13,26
0_855;367,54
0_856;325,12
0_857;188,73000000000002
0_858;255,48
0_859;475,71999999999997
0_86;123,84
0_860;290,22
0_861;455,62
0_862;5,5200000000000005
0_863;103,87
0_864;154,44
0_865;21,89
0_866;204,24
0_867;167,79
0_868;367,08000000000004
0_869;309,69
0_87;341,80999999999995
0_870;104,44
0_871;543,68
0_872;247,56
0_873;23,92
0_874;260,7
0_875;65,97
0_876;381,70000000000005
0_877;131,78
0_878;126,89999999999999
0_879;199,8
0_88;16,6
0_880;345,28
0_881;341,82
0_882;247,5
0_883;194,87
0_884;6,449999999999999
0_885;278,69
0_886;21,82
0_887;153,89000000000001
0_888;162,0
0_889;95,96
0_89;329,78000000000003
0_890;19,67
0_891;109,94999999999999
0_892;68,4
0_893;384,65000000000003
0_894;118,16999999999999
0_895;305,82
0_896;170,66
0_897;269,73
0_898;2,54
0_899;379,80999999999995
0_9;511,84
0_90;240,79999999999998
0_900;225,91000000000003
0_901;191,88
0_902;3,68
0_903;55,86
0_904;323,46000000000004
0_905;221,63
0_906;322,42999999999995
0_907;174,95000000000002
0_908;257,55
0_909;227,88
0_91;10,89
0_910;398,0
0_911;89,82000000000001
0_912;732,4
0_913;329,78000000000003
0_914;492,82
0_915;455,76
0_916;392,15000000000003
0_917;76,93
0_918;64,79
0_919;398,78999999999996
0_92;211,86
0_920;449,52
0_921;119,76
0_922;271,95
0_923;39,900000000000006
0_924;96,24
0_925;407,76
0_926;153,9
0_927;48,93
0_928;401,94
0_929;239,85
0_93;390,77
0_930;361,48
0_931;239,88
0_932;78,1
0_933;143,84
0_934;95,38
0_935;83,79
0_936;16,9
0_937;186,83
0_938;282,96
0_939;322,83
0_94;111,04
0_940;127,32
0_941;479,68
0_942;18,18
0_943;183,77
0_944;401,40000000000003
0_945;160,92999999999998
0_946;324,18
0_947;59,900000000000006
0_948;81,25
0_949;329,7
0_95;119,88
0_950;170,1
0_951;189,81
0_952;146,58
0_953;350,87
0_954;143,22
0_955;207,74
0_956;268,84
0_957;41,86
0_958;673,64
0_959;109,89
0_96;122,85
0_960;457,38
0_961;119,94999999999999
0_962;194,98999999999998
0_963;224,75
0_964;4,83
0_965;639,68
0_966;167,65
0_967;323,64
0_968;76,5
0_969;215,82
0_97;119,9
0_970;266,24
0_971;129,87
0_972;125,6
0_973;252,77
0_974;164,5
0_975;87,89
0_976;306,8
0_977;167,79
0_978;305,76
0_979;314,79
0_98;289,74
0_980;62,12
0_981;299,84999999999997
0_982;217,76
0_983;155,88
0_984;114,66
0_985;29,950000000000003
0_986;600,14
0_987;167,92999999999998
0_988;125,36
0_989;10330,56
0_99;76,89
0_990;267,38
0_991;7796,099999999999
0_992;3466,32
0_993;4868,57
0_994;103,55000000000001
0_995;4044,32
0_996;4970,280000000001
0_997;4375,62
0_998;4234,5
0_999;4095,9
1_1;1590,63
1_10;6542,889999999999
1_100;2526,71
1_101;739,26
1_102;253,33
1_103;3463,35
1_104;3303,68
1_105;1527,6100000000001
1_106;439,81
1_107;1318,8
1_108;1666,1100000000001
1_109;3034,68
1_11;4718,820000000001
1_110;3458,7
1_111;2106,51
1_112;125,78
1_113;407,92
1_114;249,26999999999998
1_115;527,84
1_116;1957,7600000000002
1_117;167,96
1_118;274,59000000000003
1_119;575,8199999999999
1_12;2055,4700000000003
1_120;968,85
1_121;649,87
1_122;395,23
1_123;56,81
1_124;357,68
1_125;929,6999999999999
1_126;3199,2000000000003
1_127;319,92
1_128;1167,1200000000001
1_129;2848,4999999999995
1_13;6965,139999999999
1_130;1370,22
1_131;125,82000000000001
1_132;1484,23
1_133;2264,97
1_134;1781,0
1_135;39,95
1_136;285,48
1_137;1649,73
1_138;491,37
1_139;97,86
1_14;1049,12
1_140;308,48
1_141;2436,94
1_142;2912,6400000000003
1_143;129,87
1_144;450,90000000000003
1_145;2249,1
1_146;95,94
1_147;3855,6699999999996
1_148;72,72
1_149;107,82000000000001
1_15;1631,04
1_150;2757,6600000000003
1_151;293,93
1_152;1670,0600000000002
1_153;3310,56
1_154;701,19
1_155;949,8100000000001
1_156;359,37
1_157;5586,929999999999
1_158;4212,3
1_159;529,9
1_16;1725,8400000000001
1_160;3678,42
1_161;4030,3199999999997
1_162;4444,66
1_163;431,88
1_164;3657,1600000000003
1_165;4263,629999999999
1_166;3288,48
1_167;2890,37
1_168;459,6
1_169;3658,1699999999996
1_17;719,82
1_170;3398,58
1_171;961,8699999999999
1_172;3319,48
1_173;3261,96
1_174;1190,43
1_175;160,77
1_176;1580,58
1_177;1055,76
1_178;1661,44
1_179;2510,43
1_18;173,60999999999999
1_180;105,45
1_181;215,73000000000002
1_182;123,36
1_183;4823,07
1_184;1961,8500000000001
1_185;509,85
1_186;2170,56
1_187;4696,259999999999
1_188;2508,0
1_189;3049,82
1_19;2164,8599999999997
1_190;2600,87
1_191;3482,95
1_192;4019,46
1_193;860,7900000000001
1_194;1508,8700000000001
1_195;1115,69
1_196;1266,16
1_197;137,77
1_198;192,72
1_199;1747,2399999999998
1_2;466,2
1_20;1171,2
1_200;1368,25
1_201;2806,83
1_202;2834,32
1_203;636,87
1_204;154,79000000000002
1_205;134,85
1_206;463,26000000000005
1_207;259,74
1_208;1813,79
1_209;251,72
1_21;1954,1499999999999
1_210;2779,0499999999997
1_211;607,84
1_212;478,32
1_213;2258,87
1_214;938,7
1_215;509,85
1_216;455,39
1_217;2107,66
1_218;1061,28
1_219;251,72
1_22;3372,95
1_220;2430,48
1_221;1208,9
1_222;2085,3
1_223;1512,11
1_224;19,8
1_225;2145,87
1_226;565,9499999999999
1_227;991,84
1_228;1758,14
1_229;773,82
1_23;2303,04
1_230;105,3
1_231;781,7700000000001
1_232;1380,8600000000001
1_233;395,91
1_234;1857,9999999999998
1_235;1101,71
1_236;1291,6799999999998
1_237;2069,91
1_238;50,0
1_239;1412,99
1_24;1758,6
1_240;119,86000000000001
1_241;4507,95
1_242;11156,039999999999
1_243;171,96
1_244;50,96
1_245;5853,5599999999995
1_246;17606,25
1_247;17631,6
1_248;9094,5
1_249;21219,769999999997
1_25;1902,81
1_250;17812,08
1_251;13799,37
1_252;589,9499999999999
1_253;12711,52
1_254;715,3499999999999
1_255;560,83
1_256;25789,5
1_257;21633,59
1_258;372,0
1_259;10715,25
1_26;936,26
1_260;16589,829999999998
1_261;719,84
1_262;26617,5
1_263;1270,69
1_264;15989,65
1_265;27064,17
1_266;127,68
1_267;28241,91
1_268;217,61999999999998
1_269;959,8000000000001
1_27;1439,04
1_270;467,1
1_271;16820,1
1_272;63,699999999999996
1_273;1007,7900000000001
1_274;24546,399999999998
1_275;377,91
1_276;797,5799999999999
1_277;26275,89
1_278;19045,739999999998
1_279;30509,1
1_28;1303,0
1_280;15745,9
1_281;26389,0
1_282;24824,0
1_283;16968,68
1_284;905,85
1_285;16983,670000000002
1_286;33326,08
1_287;25521,489999999998
1_288;21029,68
1_289;758,7700000000001
1_29;1115,07
1_290;852,54
1_291;159,84
1_292;136,67999999999998
1_293;20461,1
1_294;406,12
1_295;67,83
1_296;18354,48
1_297;740,87
1_298;1080,2
1_299;9177,44
1_3;922,29
1_30;3127,5
1_300;101,10000000000001
1_301;17241,84
1_302;594,49
1_303;9065,52
1_304;18061,920000000002
1_305;21682,77
1_306;581,06
1_307;167,76
1_308;8621,0
1_309;255,68
1_31;2773,27
1_310;9457,199999999999
1_311;12402,699999999999
1_312;17977,92
1_313;21580,289999999997
1_314;99,0
1_315;2679,6
1_316;15594,599999999999
1_317;935,76
1_318;13205,839999999998
1_319;879,8000000000001
1_32;2026,2299999999998
1_320;18508,04
1_321;129,87
1_322;1238,4
1_323;461,86
1_324;639,4
1_325;22308,03
1_326;1300,42
1_327;1052,73
1_328;20029,399999999998
1_329;119,76
1_33;2014,35
1_330;147,43
1_331;2743,51
1_332;71,68
1_333;12216,36
1_334;1416,6000000000001
1_335;1011,7700000000001
1_336;18659,52
1_337;19792,079999999998
1_338;2516,58
1_339;18575,92
1_34;5304,07
1_340;1859,0
1_341;1848,5700000000002
1_342;1078,8799999999999
1_343;24351,3
1_344;157,17000000000002
1_345;758,7700000000001
1_346;997,0000000000001
1_347;16822,35
1_348;13888,999999999998
1_349;494,85
1_35;3495,2400000000002
1_350;16705,66
1_351;25279,28
1_352;15714,710000000001
1_353;23670,23
1_354;1369,8
1_355;791,7800000000001
1_356;764,9799999999999
1_357;167,72
1_358;15378,079999999998
1_359;107,82000000000001
1_36;97,68
1_360;1030,5
1_361;215,64000000000001
1_362;12532,5
1_363;21560,309999999998
1_364;13554,800000000001
1_365;21656,52
1_366;47005,38
1_367;22216,12
1_368;889,5600000000001
1_369;54025,479999999996
1_37;1023,68
1_370;20399,16
1_371;543,84
1_372;542,16
1_373;671,79
1_374;17725,050000000003
1_375;67,83
1_376;31639,409999999996
1_377;467,88
1_378;46088,52
1_379;46098,92
1_38;427,7
1_380;401,84999999999997
1_381;28478,19
1_382;307,6
1_383;51486,24
1_384;657,3000000000001
1_385;46730,02
1_386;114,60000000000001
1_387;199,8
1_388;29926,399999999998
1_389;44382,24
1_39;2286,2400000000002
1_390;60,06
1_391;449,91
1_392;33050,75
1_393;215,94
1_395;54356,25
1_396;35730,600000000006
1_397;34163,009999999995
1_398;19495,89
1_399;43,89
1_4;2033,64
1_40;1089,0
1_400;30527,4
1_401;428,87
1_402;69,04
1_403;35260,399999999994
1_404;29,549999999999997
1_405;55,93
1_406;48106,59
1_407;30940,65
1_408;105,72
1_409;167,97
1_41;2110,2400000000002
1_410;656,18
1_411;131,96
1_412;32484,149999999998
1_413;34990,549999999996
1_414;51949,399999999994
1_415;599,9
1_416;710,82
1_417;45947,10999999999
1_418;264,95
1_419;399,90000000000003
1_42;2040,28
1_420;14,24
1_421;247,92
1_422;276,84000000000003
1_423;71,92
1_424;49,1
1_425;35611,03999999999
1_426;32153,760000000002
1_427;329,90000000000003
1_428;509,98999999999995
1_429;599,88
1_43;4150,2699999999995
1_430;64,09
1_431;46575,36
1_432;36590,4
1_433;22617,089999999997
1_434;19726,41
1_435;15694,91
1_436;15288,0
1_437;33656,53
1_438;47,160000000000004
1_439;272,93
1_44;2376,36
1_440;51,24
1_441;30887,64
1_442;29501,38
1_443;539,91
1_444;15775,109999999999
1_445;29003,91
1_446;27220,960000000003
1_447;558,87
1_448;18533,76
1_449;18317,78
1_45;3913,5499999999997
1_450;632,8
1_451;26279,48
1_452;571,1999999999999
1_453;18117,05
1_454;321,2
1_455;815,76
1_456;42376,729999999996
1_457;33174,57
1_458;567,05
1_459;22481,94
1_46;1521,1000000000001
1_460;135,54
1_461;17653,41
1_462;22674,26
1_463;924,75
1_464;22169,77
1_465;98,89
1_466;21896,850000000002
1_467;161,82
1_468;27388,25
1_469;71,88
1_47;1425,54
1_470;21,64
1_471;575,8199999999999
1_472;110,16
1_473;26,910000000000004
1_474;890,46
1_475;31044,21
1_476;907,4
1_477;195,72
1_478;309,04
1_479;692,89
1_48;2785,98
1_480;29993,76
1_481;449,90000000000003
1_482;134,70000000000002
1_483;22258,08
1_484;82,8
1_485;151,96
1_486;85,47
1_487;1147,72
1_488;18516,61
1_489;132,81
1_49;4928,3
1_490;1505,92
1_491;49,900000000000006
1_492;412,02
1_493;17573,010000000002
1_494;196,64
1_495;12952,109999999999
1_496;634,59
1_497;599,88
1_498;49731,36
1_499;1097,82
1_5;489,51
1_50;3620,89
1_500;209,57999999999998
1_501;1049,75
1_502;78,4
1_503;16328,949999999999
1_504;9956,38
1_505;5283,889999999999
1_506;4054,05
1_507;8472,74
1_508;5677,280000000001
1_509;109,89
1_51;1333,71
1_510;6947,94
1_511;44,85
1_512;560,96
1_513;431,88
1_514;135,32
1_515;6224,539999999999
1_516;7417,44
1_517;155,74
1_518;280,35999999999996
1_519;2339,55
1_52;3173,04
1_520;4645,8
1_521;7563,709999999999
1_522;8403,75
1_523;8588,42
1_524;7552,86
1_525;1923,48
1_526;350,79999999999995
1_527;6416,789999999999
1_528;1777,0900000000001
1_529;5702,83
1_53;6290,83
1_530;5527,900000000001
1_531;615,12
1_532;2931,88
1_533;3908,7400000000002
1_534;4176,73
1_535;4574,7300000000005
1_536;4013,1800000000003
1_537;5111,59
1_538;9000,99
1_539;3199,36
1_54;4002,56
1_540;599,6899999999999
1_541;5344,18
1_542;7398,599999999999
1_543;2183,58
1_544;11166,119999999999
1_545;1439,55
1_546;2682,7200000000003
1_547;6060,21
1_548;4199,31
1_549;1631,52
1_55;247,69
1_550;5454,54
1_551;3552,63
1_552;2859,57
1_553;3338,3700000000003
1_554;2671,5800000000004
1_555;2177,34
1_556;5603,63
1_557;3477,0600000000004
1_558;7426,530000000001
1_559;6022,589999999999
1_56;2572,32
1_560;4290,48
1_561;2572,17
1_562;4414,5
1_563;503,16
1_564;5732,09
1_565;4717,639999999999
1_566;5068,05
1_567;2577,85
1_568;4818,150000000001
1_569;3947,1600000000003
1_57;2745,71
1_570;4862,87
1_571;2271,29
1_572;4708,2
1_573;979,02
1_574;3120,8
1_575;363,48
1_576;3457,2
1_577;2573,2200000000003
1_578;3182,3999999999996
1_579;6189,419999999999
1_58;174,05
1_580;5631,03
1_581;5289,48
1_582;7509,92
1_583;4009,6399999999994
1_584;651,9100000000001
1_585;4557,719999999999
1_586;5878,08
1_587;593,8100000000001
1_588;3180,24
1_589;6527,889999999999
1_59;224,75
1_590;795,5
1_591;999,75
1_592;5896,32
1_593;6129,08
1_594;114,5
1_595;1183,6299999999999
1_596;3091,3599999999997
1_597;8817,06
1_598;4102,6
1_599;3650,19
1_6;2641,32
1_60;4365,900000000001
1_600;1124,72
1_601;6487,049999999999
